title,location,price,area,no_rooms,interior,year
ApartmentHelperpark,9723ZXGroningen(Europapark),"€1,395permonth",70m²,3rooms,Upholsteredorfurnished,
ApartmentBosenLommerplein,1055EKAmsterdam(Landlust),"€2,850permonth",97m²,4rooms,Furnished,
HouseSingelstraat,3513BMUtrecht(Pijlsweerd-Zuid),"€1,695permonth",70m²,2rooms,Furnished,
ApartmentVanStarkenborghstraat,9721EHGroningen(Helpman),"€1,350permonth",103m²,5rooms,Upholstered,
ApartmentVenne,9671ERWinschoten(Winschoten-Centrum),€995permonth,99m²,3rooms,Upholstered,
ApartmentKeizersgracht634D,1017ERAmsterdam(Grachtengordel-Zuid),"€2,750permonth",60m²,2rooms,Furnished,
ApartmentZeeburgerdijk78I,1094AGAmsterdam(IndischeBuurtWest),"€1,750permonth",45m²,2rooms,Furnished,
ApartmentThorbeckelaan588,2564BZDenHaag(Rosenburg),"€1,925permonth",130m²,4rooms,Shell,
HouseCloosterstraat,4587CCKloosterzande(Zandewijk),"€1,150permonth",112m²,5rooms,Furnished,
ApartmentRotterdamsedijk,3112ALSchiedam(Rotterdamsedijk),€600permonth,30m²,1room,Shell,
HouseLeidsegracht55,1017NBAmsterdam(Grachtengordel-Zuid),"€5,100permonth",190m²,7rooms,Upholsteredorfurnished,
ApartmentBisschopZwijsenstraat,5038VBTilburg(Koningsplein),"€1,475permonth",100m²,3rooms,Upholstered,
ApartmentEikenhof14,1623LXHoorn(Venelaankwartier-Buurt1103),"€1,750permonth",78m²,3rooms,Upholstered,
ApartmentHereweg976,9721AAGroningen(Sterrebosbuurt),"€1,455permonth",79m²,2rooms,Shell,
ApartmentCuriestraat39,7555NAHengelo(WoolderEs),€845permonth,71m²,3rooms,Shell,
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
ApartmentPelsRijckenstraat,6814DKArnhem(Burgemeesterswijk),"€1,300permonth",85m²,2rooms,Upholstered,
ApartmentSonsbeeksingel,6814ABArnhem(Transvaalbuurt),€950permonth,60m²,2rooms,Upholsteredorfurnished,
ApartmentHetBreed,1025HWAmsterdam(Buikslotermeer),"€1,925permonth",62m²,2rooms,,1972
ApartmentVeldzigtlaan,2015CAHaarlem(Veldzigt),"€1,350permonth",55m²,2rooms,Furnished,
HouseHeeghtakker,5625SWEindhoven(Vlokhoven),"€1,400permonth",118m²,5rooms,Upholstered,
HouseBrinkweg,1211RNHilversum(Havenstraatbuurt),"€2,750permonth",140m²,5rooms,Upholsteredorfurnished,
ApartmentTongerseplein,6211LWMaastricht(Jekerkwartier),"€1,250permonth",96m²,3rooms,Upholstered,
Apartment's-Gravelandseweg99F,1217EPHilversum(Villaparken),"€1,675permonth",75m²,2rooms,Upholstered,
HouseSeinpôlle33,9001ZSGrou(Grou),"€1,250permonth",92m²,5rooms,Furnished,
RoomWillemdeNobelaerlaan,2273HNVoorburg(Bovenveennoord),€475permonth,11m²,1room,Upholstered,
ApartmentBerglustlaan,3054BCRotterdam(HillegersbergNoord),"€1,650permonth",150m²,3rooms,Furnished,
ApartmentBurgemeesterReigerstraat,3581KWUtrecht(Oudwijk),"€1,550permonth",58m²,2rooms,Furnished,
ApartmentBreitnerlaan,2596GVDenHaag(VanHoytemastraatenomgeving),"€2,495permonth",135m²,5rooms,,1930
ApartmentParkstraat,6881JDVelp(Velp-Noordbovenspoorlijn),"€1,770permonth",102m²,3rooms,,2008
ApartmentBurgemeesterPatijnlaan,2585CCDenHaag(Archipelbuurt),"€1,750permonth",60m²,2rooms,Furnished,
HouseEvertJanBoksweg,7361AJBeekbergen(Beekbergen),€250permonth,90m²,3rooms,Upholstered,
HouseLaanvanMeerdervoort,2564ADDenHaag(Bloemenbuurt-West),"€1,750permonth",150m²,4rooms,Furnished,
ApartmentCypresstraat68,2565LWDenHaag(Bomenbuurt),"€1,200permonth",75m²,4rooms,Upholstered,
HouseTrambaan37,5865BWTienray(Tienray),"€1,025permonth",137m²,4rooms,Shell,
ApartmentValkenlaar,4854GRBavel(NieuwWolfslaar),"€1,495permonth",124m²,3rooms,Shell,
ApartmentRhododendronstraat70,2563TBDenHaag(Heesterbuurt),"€1,250permonth",76m²,3rooms,Upholstered,
HousehetStift23,7595LEWeerselo('tStift),"€1,250permonth",135m²,4rooms,,
ApartmentSurinameplein,1058GHAmsterdam(Hoofddorppleinbuurt),"€2,250permonth",70m²,3rooms,Furnished,
ApartmentL.A.Braakstraat19,1432PPAalsmeer(Oosteinde),"€1,750permonth",103m²,3rooms,Furnished,
ApartmentHalstersebaan,4726SKHeerle(VerspreidehuizenHeerle),€995permonth,52m²,3rooms,Furnished,
ApartmentHermonlaan14,3061BHRotterdam(KralingenWest),"€1,650permonth",80m²,3rooms,Upholstered,
ApartmentBentinckstraat,1051GDAmsterdam(Staatsliedenbuurt),"€2,500permonth",87m²,3rooms,Furnished,
ApartmentGriekenlandlaan,7577TAOldenzaal(DeGravenEs),"€1,150permonth",90m²,3rooms,Upholstered,
ApartmentvandeWateringelaan,2274CMVoorburg(VoorburgNoordnoord),"€1,695permonth",82m²,4rooms,Furnished,
ApartmentCanisiushof4,5582GXWaalre(Aalst),€965permonth,52m²,2rooms,Upholstered,
ApartmentVuurtorenplein,2202PDNoordwijk(Boulevard),"€1,095permonth",37m²,2rooms,,1962
HouseSchoolstraat15E,2202HCNoordwijk(KernZee),"€1,800permonth",120m²,5rooms,Upholstered,
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
HouseVanBockomMaaserf,3972DLDriebergen-Rijsenburg(Driebergen-Zuidwest),"€2,800permonth",178m²,6rooms,Furnished,
ApartmentKouvenderstraat,6431HGHoensbroek(Hoensbroek-Centrum),€850permonth,95m²,4rooms,,
ApartmentVuursteen,5521WBEersel(Kerkebogten),"€1,395permonth",62m²,3rooms,Upholstered,
ApartmentParamaribostraat,9715RPGroningen(Indischebuurt),€950permonth,50m²,3rooms,Upholstered,
ApartmentHolbeinstraat571,1077VCAmsterdam(Apollobuurt),"€2,750permonth",113m²,3rooms,Upholstered,
ApartmentKromme-Mijdrechtstraat73II,1079KSAmsterdam(Rijnbuurt),"€1,950permonth",50m²,3rooms,Furnished,
HousePerikplein73,7512JDEnschede(Getfert),"€1,250permonth",77m²,4rooms,,
ApartmentOppenheimstraat,2313JDLeiden(Professorenwijk-Oost),"€1,450permonth",70m²,3rooms,Upholstered,
ApartmentRuysdaelstraat,1071WXAmsterdam(Museumkwartier),"€2,350permonth",70m²,4rooms,Upholstered,
ApartmentHobbesteeg,1941CBBeverwijk(Koningstraat),"€1,300permonth",83m²,3rooms,Upholstered,
ApartmentVanDorpstraat,2584AGDenHaag(Statenkwartier),"€1,950permonth",95m²,3rooms,Furnished,
HouseConstantijnHuygensstraat,7606CMAlmelo(Boomplaats),€895permonth,99m²,4rooms,Upholstered,
ApartmentNicolaasMaesstraat,1071RGAmsterdam(Museumkwartier),"€3,150permonth",98m²,3rooms,Upholstered,
HouseCruquiusweg,"2103LVHeemstede(OudeDorp,Indischebuurtenomgeving)","€2,595permonth",136m²,5rooms,Upholstered,
ApartmentMarkt,4875CEEtten-Leur(CentrumOost1),€900permonth,60m²,2rooms,Upholstered,
HouseBospolder,2675BLHonselersdijk(BuitengebiedHonselersdijk),"€3,450permonth",190m²,5rooms,Upholstered,
ApartmentBogardeind,5664EAGeldrop(Centrum),"€1,000permonth",45m²,2rooms,Upholstered,
ApartmentBeestenmarkt11,2312CCLeiden(d'OudeMorsch),"€1,395permonth",64m²,2rooms,Furnished,
ApartmentJavakade134incl.P,1019RWAmsterdam(OostelijkHavengebied),"€2,250permonth",115m²,4rooms,Upholsteredorfurnished,
ApartmentNassaulaan25a,9717CGGroningen(Oranjebuurt),"€1,600permonth",140m²,6rooms,Upholstered,
ApartmentMichielAdriaanszoondeRuyterstraat26,3601TJMaarssen(Zeeheldenbuurt),"€1,250permonth",70m²,3rooms,Upholstered,
ApartmentLeyweg,2545EKDenHaag(Leyenburg),"€1,600permonth",70m²,4rooms,Upholstered,
ApartmentDorpstraat,4851CLUlvenhout(Ulvenhout),"€2,500permonth",129m²,4rooms,Upholstered,
ApartmentRijnmond66,2225VWKatwijk(DeNoord),"€1,275permonth",77m²,3rooms,Furnished,
HouseBergseLinkerRottekade,3056LERotterdam(Terbregge),"€2,150permonth",165m²,5rooms,Upholstered,
ApartmentFluitstraat,3028VBRotterdam(OudMathenesse),"€1,350permonth",65m²,4rooms,Upholstered,
ApartmentParkdeKotten81,7522EDEnschede(Bolhaar),€950permonth,84m²,3rooms,Shell,
ApartmentHoornsediep40A-1,9725HLGroningen(Rivierenbuurt),"€1,035permonth",45m²,2rooms,,1939
ApartmentParkweg,6511BGNijmegen(Stadscentrum),€900permonth,60m²,2rooms,Furnished,
ApartmentBeukelsdijk,3021AERotterdam(Middelland),"€1,750permonth",70m²,3rooms,Furnished,
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
HouseSchoolstraat15E,2202HCNoordwijk(KernZee),"€1,800permonth",120m²,5rooms,Upholstered,
ApartmentGroteRozenstraat16b,9712THGroningen(Hortusbuurt-Ebbingekwartier),"€1,400permonth",90m²,3rooms,Furnished,
ApartmentZuidplein568,3083CXRotterdam(Zuidplein),"€1,450permonth",86m²,4rooms,Upholstered,
ApartmentPaulKrugerstraat,4382MHVlissingen(BaskensburgZuid),"€1,400permonth",88m²,4rooms,Furnished,
ApartmentPaulKrugerstraat,4382MHVlissingen(BaskensburgZuid),"€1,400permonth",88m²,4rooms,Furnished,
ApartmentBoumaboulevard,9723ZSGroningen(Europapark),"€1,325permonth",104m²,4rooms,Upholstered,
ApartmentZilvervlek,4814VBBreda(Westerpark),"€1,200permonth",78m²,2rooms,Furnished,
ApartmentMijnsherenlaan,3081GNRotterdam(Tarwewijk),"€1,495permonth",65m²,2rooms,Upholstered,
ApartmentRozengracht,1016SZAmsterdam(Jordaan),"€2,500permonth",80m²,2rooms,Furnished,
HouseDeSmelen,5553CTValkenswaard(Turfberg-Noord),"€5,975permonth",340m²,8rooms,Furnished,
HouseJohanHieronimusHuijssenstraat,4336AHMiddelburg(MagistraatwijkI),"€1,150permonth",110m²,5rooms,Upholstered,
ApartmentBentincklaan332,3039KKRotterdam(Blijdorp),"€1,595permonth",90m²,4rooms,Furnished,
HouseOudeHoutensepad36,3582CXUtrecht(Watervogelbuurt),"€1,800permonth",95m²,4rooms,Upholstered,
ApartmentProfessorPieterWillemsstraat,6224CCMaastricht(Wyckerpoort),"€1,495permonth",70m²,2rooms,Furnished,
HouseNoordereiland15,6846MZArnhem(Schuytgraaf-Zuid),"€1,295permonth",80m²,3rooms,Furnished,
ApartmentWibautstraat,1091GSAmsterdam(Weesperzijde),"€2,450permonth",105m²,3rooms,Upholstered,
HouseBurgemeesterPasstoorsstraat,4835KGBreda(Ginneken),"€3,450permonth",244m²,7rooms,Upholstered,
ApartmentSchiedamseweg,3026AERotterdam(Tussendijken),"€1,295permonth",104m²,3rooms,Shell,
ApartmentHaarlemmerdijk,1013KCAmsterdam(Haarlemmerbuurt),"€2,150permonth",60m²,3rooms,Upholstered,
ApartmentOostersingel,8921GALeeuwarden(Zeeheldenbuurt),"€1,080permonth",50m²,2rooms,Upholstered,
ApartmentHollandschDiep,1509XCZaandam(Kalf),"€1,600permonth",84m²,3rooms,,1977
ApartmentNansenplaats271,3069CSRotterdam(Ommoord),"€1,350permonth",104m²,4rooms,Upholstered,
HouseWillibrorduslaan,5521KCEersel(Eersel-komenLindeakkers),"€1,500permonth",130m²,4rooms,Upholstered,
ApartmentTafelstraat,6211JDMaastricht(Jekerkwartier),"€1,250permonth",42m²,2rooms,Furnished,
ApartmentAartvanderLeeuwkade,2274LDVoorburg(VoorburgMiddenmidden),€995permonth,77m²,3rooms,Furnished,
ApartmentPales13,6001VAWeert(Fatima),€925permonth,68m²,3rooms,,2020
StudioSchagchelstraat2A,2011HXHaarlem(Binnenstad),"€1,185permonth",33m²,1room,Furnished,
ApartmentNoorderhavenkade37c3,3039RERotterdam(Blijdorp),"€1,595permonth",80m²,4rooms,Upholstered,
StudioHoofdstraat,2171BBSassenheim(Koningshuysbuurt),€800permonth,30m²,1room,Upholstered,
ApartmentGroeneWeide,6833BBArnhem(GroeneWeide),€755permonth,60m²,2rooms,Upholstered,
ApartmentVanOldenbarneveldtstraat,1052KAAmsterdam(FrederikHendrikbuurt),"€2,200permonth",72m²,2rooms,Furnished,
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
ApartmentPelsRijckenstraat,6814DKArnhem(Burgemeesterswijk),"€1,300permonth",85m²,2rooms,Upholstered,
RoomGedempteMolenwijk,8442BGHeerenveen(Centrum),€350permonth,25m²,1room,,
ApartmentPieterMeinersstraat,2597VMDenHaag(Uilennest),"€1,950permonth",108m²,5rooms,Furnished,
ApartmentBogaardenstraat8C03,6211SPMaastricht(Statenkwartier),"€1,060permonth",73m²,3rooms,Shell,
HouseDeVloeienwacht8,6211XLMaastricht(Statenkwartier),"€1,500permonth",130m²,4rooms,Shell,
ApartmentStruitenweg,3082WVRotterdam(OudCharlois),"€1,250permonth",85m²,3rooms,,1940
HouseBollenhofsestraat,3572VHUtrecht(Wittevrouwen),"€1,500permonth",72m²,3rooms,,
ApartmentHuizerweg,1401GDBussum(Verbindingslaan),"€1,795permonth",100m²,3rooms,,
ApartmentJoannesWuijtiersstraat27,1962VMHeemskerk(Slotherenbuurt),"€2,355permonth",182m²,4rooms,,2021
HousePeterMartensstraat142pp,1087NAAmsterdam(IJburgZuid),"€3,100permonth",150m²,6rooms,Upholstered,
ApartmentVeerdijk,1531MSWormer(Westeinde),"€2,500permonth",158m²,4rooms,Upholsteredorfurnished,
ApartmentCeintuurbaan468,1074ECAmsterdam(NieuwePijp),"€2,500permonth",90m²,3rooms,Upholstered,
ApartmentScheepmakerspassage,3011VHRotterdam(Stadsdriehoek),"€1,700permonth",84m²,3rooms,Furnished,
ApartmentKoekoeksplein,3514TTUtrecht(Vogelenbuurt),"€1,515permonth",45m²,3rooms,Upholstered,
ApartmentPieterNieuwlandstraat113Bis,3514HGUtrecht(Tuinwijk-Oost),"€2,250permonth",122m²,4rooms,,1929
ApartmentKerkstraat2A,8011RTZwolle(Binnenstad-Zuid),"€1,150permonth",50m²,2rooms,Shell,
ApartmentHooigracht,2312KVLeiden(Pancras-West),"€1,425permonth",30m²,2rooms,Upholstered,
ApartmentFabriekstraat,5038ENTilburg(BinnenstadWest),€960permonth,32m²,2rooms,Furnished,
ApartmentJongmansweg,6413CRHeerlen(Pronsebroek),"€1,095permonth",70m²,3rooms,Upholstered,
ApartmentBronckhorststraat,1071WLAmsterdam(Museumkwartier),"€2,900permonth",92m²,3rooms,Upholstered,
ApartmentKerkstraat,1404HJBussum(Brinklaan),"€1,250permonth",100m²,3rooms,Upholstered,
ApartmentCoehoornstraat,6811LAArnhem(Stationsplein),€840permonth,54m²,2rooms,Upholstered,
HouseFenkelstraat,4731JAOudenbosch(Oudenbosch-Centrum),"€1,500permonth",140m²,6rooms,,
HouseCappenersteeg,2801XPGouda(NieuweMarkte.o.),"€1,295permonth",70m²,2rooms,Furnished,
HouseImkersdreef316,7328DAApeldoorn(Matendreef),€985permonth,92m²,4rooms,Shell,
ApartmentCanadalaan,9728EDGroningen(CorpusdenHoorn),"€1,350permonth",100m²,4rooms,Furnished,
HouseGestelsestraat,5615LKEindhoven(Schrijversbuurt),"€1,850permonth",154m²,7rooms,Upholstered,
HouseCitadel45,4194CTMeteren(Meteren-DePlantage),"€1,080permonth",108m²,9rooms,,2021-2030
HouseKoninginJulianaweg26,3628BNKockengen(KockengenDorp),"€2,250permonth",137m²,7rooms,Furnished,
ApartmentGlacisstraat,4381SHVlissingen(Scheldestraate.o.),€850permonth,48m²,2rooms,Furnished,
ApartmentCoosjeBuskenstraat,4381LCVlissingen(BoulevardsBankertenEvertsen),"€1,150permonth",60m²,2rooms,Furnished,
ApartmentPelsRijckenstraat,6814DKArnhem(Burgemeesterswijk),"€1,300permonth",85m²,2rooms,Upholstered,
ApartmentBarrierweg227,5622CNEindhoven(Kronehoef),"€1,895permonth",135m²,5rooms,Furnished,
StudioGlacisstraat,4381SHVlissingen(Scheldestraate.o.),€750permonth,30m²,1room,Furnished,
ApartmentOcarinalaan,2287RMRijswijk(Muziekbuurt),"€1,695permonth",106m²,5rooms,Furnished,
ApartmentPicushof,5613SGEindhoven(Lakerlopen),"€1,500permonth",80m²,2rooms,Upholsteredorfurnished,
ApartmentJanPrinsstraat,1382SPWeesp(Dichtersbuurt),"€1,195permonth",57m²,2rooms,Upholstered,
ApartmentMarktstraat,6711GZEde(CentrumEde),"€1,250permonth",85m²,3rooms,Upholstered,
ApartmentClaudeDebussylaan219221,1082MCAmsterdam(Zuidas),"€2,800permonth",194m²,4rooms,Upholstered,
ApartmentBloemgracht,1016KPAmsterdam(Jordaan),"€2,250permonth",67m²,3rooms,Upholstered,
HouseBaritonstraat,5702JKHelmond(Eeuwsels),"€1,850permonth",113m²,4rooms,,1970
HouseVolderhof,5709GBHelmond(Rijpelberg-West),"€2,000permonth",122m²,5rooms,Upholstered,
ApartmentKleineKerkstraat1b,4651EVSteenbergen(Steenbergen-Centrum),"€1,000permonth",96m²,3rooms,,1914
ApartmentCoosjeBuskenstraat,4381LCVlissingen(BoulevardsBankertenEvertsen),€925permonth,37m²,2rooms,Furnished,
StudioVrijthof21,6211LDMaastricht(Binnenstad),€825permonth,35m²,1room,Upholstered,
HouseBrantjesoever9,1441DWPurmerend(Stationsbuurt),"€2,700permonth",165m²,4rooms,Shell,
ApartmentVandeVeldestraat7bv,1071CWAmsterdam(Museumkwartier),"€4,750permonth",190m²,6rooms,Upholstered,
HouseVerlengdeMaanderweg,6713LGEde(Beatrixpark),"€1,375permonth",137m²,4rooms,Furnished,
ApartmentRodenbachstraat43,2523JHDenHaag(Laakkwartier-West),"€1,100permonth",67m²,3rooms,,
ApartmentJaarsveldstraat118,2546CTDenHaag(Leyenburg),"€1,150permonth",63m²,3rooms,,1938
ApartmentWijnkade,3011VZRotterdam(Stadsdriehoek),"€1,500permonth",66m²,2rooms,Furnished,
HouseQuarlesstraat,2552VHDenHaag(Houtwijk),"€1,450permonth",83m²,4rooms,Upholstered,
ApartmentLangeNering,8302EDEmmeloord(Emmeloord-Centrum-CentrumOost),€850permonth,45m²,2rooms,Shell,
StudioLangeNering,8302EDEmmeloord(Emmeloord-Centrum-CentrumOost),€760permonth,50m²,1room,Shell,
ApartmentLangeNering,8302EDEmmeloord(Emmeloord-Centrum-CentrumOost),€900permonth,50m²,2rooms,Shell,
ApartmentDorpstraat,2152BANieuw-Vennep(Nieuw-VennepWelgelegen),"€1,325permonth",77m²,3rooms,Upholstered,
StudioHeugemerweg,6221GDMaastricht(Wyck),"€1,650permonth",53m²,2rooms,Furnished,
StudioHeugemerweg,6221GDMaastricht(Wyck),"€1,695permonth",58m²,2rooms,Furnished,
ApartmentHeugemerweg,6221GDMaastricht(Wyck),"€1,725permonth",55m²,2rooms,Furnished,
ApartmentGrotenhuyshof48,1445MMPurmerend(Maten-enZuivelbuurt),"€1,350permonth",64m²,3rooms,Upholstered,
ApartmentHerdenkingsplein,6211PXMaastricht(Kommelkwartier),"€1,300permonth",110m²,3rooms,Furnished,
HouseB.S.F.vonSuttnerstraat,9728WZGroningen(HoornseMeer),"€1,650permonth",131m²,4rooms,Upholstered,
RoomCelestraat,8012TVZwolle(Oud-Assendorp),€291permonth,14m²,1room,Shell,
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
ApartmentBarrierweg227,5622CNEindhoven(Kronehoef),"€1,895permonth",135m²,5rooms,Furnished,
ApartmentElisabethBrugsmaweg,2555SCDenHaag(BohemenenMeerenBos),€950permonth,38m²,1room,Furnished,
ApartmentVanForeestweg,2614CCDelft(Kuyperwijk-Zuid),€780permonth,70m²,4rooms,Shell,
ApartmentZwarteweg,1412GDNaarden(Ministerpark),€739permonth,29m²,1room,Upholstered,
ApartmentZwarteweg,1412GDNaarden(Ministerpark),"€1,275permonth",56m²,2rooms,Upholstered,
ApartmentFranquinetstraat,6217KTMaastricht(Brusselsepoort),€995permonth,70m²,3rooms,Upholstered,
ApartmentAbtstraat,6211LSMaastricht(Jekerkwartier),€910permonth,40m²,2rooms,,1735
HouseBatsdijk,7261SPRuurlo(VerspreidehuizenZuidelijkBroek),"€1,250permonth",135m²,4rooms,Upholstered,
ApartmentdeFavaugeplein41,2042TRZandvoort(BoulevardMidden),"€1,495permonth",20m²,1room,Upholsteredorfurnished,
ApartmentStatenweg,3039HERotterdam(Blijdorp),"€1,995permonth",103m²,6rooms,,1932
HouseSt.Antoniusplein,5466PEVeghel(Eerde),"€1,350permonth",85m²,4rooms,Upholstered,
ApartmentBrusselsestraat73,6211PCMaastricht(Statenkwartier),€895permonth,35m²,2rooms,Upholstered,
ApartmentBenthuizerstraat,3036CKRotterdam(OudeNoorden),"€1,395permonth",59m²,3rooms,Upholstered,
HouseVlindersingel251,3544VCUtrecht(HetZand-Oost),"€2,250permonth",138m²,6rooms,Upholsteredorfurnished,
ApartmentArend,2171KNSassenheim(Vliegeniersbuurt),"€1,300permonth",71m²,3rooms,Shell,
ApartmentHeereweg,2161BDLisse(HetVierkant),"€1,225permonth",70m²,3rooms,Upholstered,
ApartmentRandweg,3074BJRotterdam(Hillesluis),€995permonth,56m²,3rooms,Upholstered,
ApartmentHoogstraat,3011PDRotterdam(Stadsdriehoek),"€1,195permonth",65m²,4rooms,Shell,
ApartmentJanvanHenegouwenweg32,2202HZNoordwijk(Zeeheldenbuurt),"€1,450permonth",58m²,2rooms,Furnished,
HouseWesteinde68A,2211XRNoordwijkerhout(BuitengebiedNoordwijkerhout),"€2,750permonth",180m²,5rooms,Furnished,
ApartmentSondauwhof7,2203EJNoordwijk(BoerenburgOost),"€1,400permonth",82m²,3rooms,Upholstered,
HouseWilhelminastraat,5113THUlicoten(KernUlicoten),"€1,395permonth",107m²,4rooms,Furnished,
ApartmentWithof,4851CLUlvenhout(Ulvenhout),"€1,446permonth",80m²,3rooms,Shell,
ApartmentSchoutenstraat,"3512GBUtrecht(Domplein,Neude,Janskerkhof)","€1,295permonth",60m²,2rooms,Upholstered,
ApartmentHertogsingel106A,6214AGMaastricht(Mariaberg),"€1,250permonth",35m²,2rooms,Furnished,
ApartmentPalaceplein,2587WGDenHaag(BelgischPark),"€2,350permonth",104m²,3rooms,Furnished,
ApartmentHuisteLandelaan15F104,2283SCRijswijk(TeWerve),"€1,100permonth",40m²,2rooms,Upholsteredorfurnished,
HouseLaanvanKanaän,1944RLBeverwijk(Oostertuinen),"€1,500permonth",87m²,5rooms,Upholstered,
ApartmentKruitschip,2311RSLeiden(Levendaal-West),"€2,400permonth",135m²,3rooms,Furnished,
ApartmentDam,4461HVGoes(Goes-Centrum),"€1,500permonth",86m²,2rooms,Upholstered,
ApartmentStationssingel,3033HBRotterdam(Provenierswijk),"€2,200permonth",114m²,3rooms,Furnished,
ApartmentGroteBickersstraat23H,1013KNAmsterdam(Haarlemmerbuurt),"€2,000permonth",62m²,2rooms,Furnished,
HouseGein-Zuid12,1391GTAbcoude(AbcoudeBuitengebied),"€3,000permonth",190m²,4rooms,Upholstered,
HouseHeezerweg,5643KHEindhoven(NieuweErven),"€1,700permonth",120m²,5rooms,Furnished,
ApartmentSpoorlaan,5038CHTilburg(BinnenstadWest),€705permonth,27m²,1room,Upholstered,
StudioOudedijk,3061ABRotterdam(KralingenWest),"€1,395permonth",34m²,1room,Furnished,
HouseJacobusvanVessemsingel,3065NHRotterdam('s-Gravenland),"€3,500permonth",207m²,7rooms,Upholstered,
ApartmentDenneweg31,2514CCDenHaag(Voorhout),"€1,650permonth",85m²,3rooms,Furnished,
ApartmentInsulindestraat,3038JLRotterdam(Bergpolder),"€1,075permonth",46m²,2rooms,Upholstered,
ApartmentHermanGorterlaan,5644SREindhoven(Genneperzijde),€925permonth,60m²,1room,Upholstered,
ApartmentSamuelMullerstraat,3023SNRotterdam(NieuweWesten),€650permonth,113m²,3rooms,Upholstered,
HouseBestevâerstraat4H,1056HMAmsterdam(Geuzenbuurt),"€3,500permonth",150m²,5rooms,Upholsteredorfurnished,
ApartmentScheepstimmermanstraat,1019WZAmsterdam(OostelijkHavengebied),"€1,850permonth",80m²,2rooms,Furnished,
ApartmentCordellHullplaats,3068VERotterdam(Ommoord),"€1,200permonth",99m²,4rooms,Shell,
ApartmentFabriekstraat,5038ENTilburg(BinnenstadWest),"€1,050permonth",38m²,2rooms,Furnished,
ApartmentFabriekstraat,5038ENTilburg(BinnenstadWest),"€1,000permonth",30m²,2rooms,Furnished,
ApartmentDeEls,5141HHWaalwijk(Centrum),"€1,195permonth",90m²,3rooms,Upholstered,
ApartmentGrensstraat,1091SZAmsterdam(Weesperzijde),"€1,575permonth",53m²,2rooms,Upholstered,
ApartmentJufferstraat208,3011XMRotterdam(Stadsdriehoek),"€1,690permonth",80m²,3rooms,Furnished,
ApartmentBadhuisweg,2587CGDenHaag(BelgischPark),"€1,750permonth",91m²,3rooms,Furnished,
ApartmentOostvoornsestraat,3082SLRotterdam(OudCharlois),"€1,999permonth",90m²,2rooms,Furnished,
ApartmentSallandstraat3,7412WBDeventer(Zwolseweg),€835permonth,60m²,2rooms,Upholstered,
HouseMiddegaalspad208,5461BHVeghel(VeghelCentrum),"€1,600permonth",135m²,5rooms,Upholstered,
ApartmentRijksweg,9791ABTenBoer(TenBoerDorp),€850permonth,52m²,2rooms,Upholstered,
ApartmentBuitenzagerij64,1021NRAmsterdam(IJplein/Vogelbuurt),"€1,600permonth",60m²,2rooms,Upholsteredorfurnished,
ApartmentZeelsterstraat,5652EEEindhoven(HetVen),€975permonth,45m²,2rooms,Furnished,
HousePoolseweg,4818CEBreda(Sportpark),"€2,650permonth",170m²,5rooms,Upholstered,
HouseWilliamSingerweg,1261EJBlaricum(Blaricum-Dorp),"€3,995permonth",170m²,6rooms,Upholstered,
ApartmentKeaBoumanstraat,1095MAAmsterdam(Zeeburgereiland/NieuweDiep),"€2,400permonth",140m²,4rooms,Upholsteredorfurnished,
ApartmentPrinsesBeatrixstraat,6412AHHeerlen(Schandelen),€910permonth,84m²,3rooms,Upholstered,
ApartmentMerellaan,3145EGMaassluis(Vogelbuurt),"€2,250permonth",103m²,4rooms,Upholstered,
ApartmentAllardPiersonlaan,2522MXDenHaag(Laakkwartier-Oost),"€1,150permonth",70m²,3rooms,Upholstered,
ApartmentHaringstraat49,2586XWDenHaag(Rijslag),"€2,500permonth",124m²,5rooms,Upholstered,
ApartmentGroteBickersstraat23H,1013KNAmsterdam(Haarlemmerbuurt),"€2,000permonth",62m²,2rooms,Furnished,
ApartmentPelsRijckenstraat,6814DKArnhem(Burgemeesterswijk),"€1,300permonth",85m²,2rooms,Upholstered,
StudioTeteringenstraat,4811CHBreda(Brabantpark),€625permonth,25m²,1room,Upholstered,
ApartmentBergstraat21,6041ESRoermond(Binnenstad),"€2,450permonth",223m²,6rooms,,1795
ApartmentGemeenschapspolderweg207,1382GKWeesp(HogeweyMidden),"€1,550permonth",87m²,4rooms,,1967
ApartmentFabriekstraat,5038ENTilburg(BinnenstadWest),"€1,025permonth",35m²,2rooms,Furnished,
ApartmentGouwstraat2A,3082BDRotterdam(OudCharlois),"€1,150permonth",74m²,4rooms,,1927
HouseGeelgorshof,5672ESNuenen(Nuenen-Zuid),"€1,595permonth",122m²,4rooms,Upholstered,
ApartmentBoeninlaan,"1102TPAmsterdam(BijlmerCentrum(D,F,H))","€1,300permonth",44m²,2rooms,,1984
